id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;district;max_floor
7437;660000;28.0;2;1;550;balkon;;2019;do zamieszkania;Wola;5
7438;1859375;106.0;4;3;800;balkon;garaż/miejsce parkingowe;2023;;Mokotów;3
7439;619000;53.0;3;0;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
7440;725000;44.0;2;2;750;balkon, taras;;1950;do zamieszkania;Wola;3
7441;;40.02;2;6;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
7442;760000;48.0;3;9;790;balkon;;;do zamieszkania;Praga-Południe;10
7443;760000;50.0;2;0;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Włochy;6
7444;1199999;62.98;3;6;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Włochy;6
7445;760000;46.6;3;0;;ogródek;garaż/miejsce parkingowe;;do zamieszkania;Mokotów;4
7446;465000;35.0;2;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
7447;619000;53.0;3;0;350;balkon, ogródek, taras;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7448;465000;35.0;2;1;;balkon, ogródek, taras;;2024;do wykończenia;Białołęka;2
7449;1920000;87.4;4;7;850;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Praga-Południe;14
7450;510000;26.5;2;1;;balkon;garaż/miejsce parkingowe;;;Ochota;7
7451;770000;47.2;3;4;;balkon;;;do zamieszkania;Ochota;4
7452;1850000;91.2;3;2;650;;;1937;do zamieszkania;Praga-Południe;3
7453;999000;48.0;2;0;700;ogródek;;2010;do zamieszkania;Wilanów;3
7454;750000;48.0;2;0;700;taras, ogródek;garaż/miejsce parkingowe;2020;do zamieszkania;Białołęka;3
7455;698000;36.0;1;2;;balkon;;1968;do zamieszkania;Ochota;10
7456;4950000;296.5;5;2;;balkon, taras;garaż/miejsce parkingowe;2023;do wykończenia;Wilanów;2
7457;618000;45.9;2;3;;balkon;;1969;do remontu;Bielany;10
7458;620000;25.0;1;6;500;;garaż/miejsce parkingowe;1975;do zamieszkania;Śródmieście;9
7459;650000;26.0;1;2;;;;;do zamieszkania;Wola;3
7460;1065000;50.22;2;5;700;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;Wola;6
7461;729000;41.58;2;8;480;;;2011;do zamieszkania;Wola;15
7462;779000;70.49;3;2;864;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;Białołęka;3
7463;879000;52.6;3;0;650;balkon;;1992;do zamieszkania;Praga-Południe;4
7464;1575000;85.0;4;1;1200;balkon;garaż/miejsce parkingowe;1994;do zamieszkania;Praga-Południe;5
7466;1570000;80.11;4;2;1150;balkon;garaż/miejsce parkingowe;2023;;Ursynów;5
7467;2380000;98.31;3;1;1700;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Wilanów;4
7468;630000;29.86;1;1;562;;;1938;do remontu;Śródmieście;4
7469;770000;51.48;3;11;700;balkon;;;do remontu;Bemowo;11
7470;1235000;57.0;3;1;690;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wilanów;4
7471;2880000;101.41;2;1;1314;;garaż/miejsce parkingowe;1930;do zamieszkania;Śródmieście;7
7472;869000;46.8;2;2;650;balkon;;1968;do zamieszkania;Ochota;14
7474;825000;55.0;2;4;850;balkon, taras;;;do zamieszkania;Białołęka;4
7475;1850000;88.18;4;5;;taras;;2020;do zamieszkania;Mokotów;7
7476;1080000;66.99;3;5;686;;garaż/miejsce parkingowe;2018;do zamieszkania;Praga-Południe;17
7477;950000;60.9;3;11;;;;1977;do zamieszkania;Targówek;12
7478;2449000;69.0;3;3;;;;1952;do zamieszkania;Śródmieście;6
7479;1339000;54.7;3;0;;;;2023;do zamieszkania;Wola;6
7480;545000;38.37;2;3;310;;;2002;do zamieszkania;Białołęka;4
7481;2220000;80.0;3;6;1200;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Żoliborz;6
7482;1999999;105.4;4;8;1500;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Włochy;14
7483;899000;64.7;3;1;250;ogródek;garaż/miejsce parkingowe;2001;do zamieszkania;Wawer;2
7484;712000;49.2;2;2;650;balkon;garaż/miejsce parkingowe;1970;do remontu;Wola;4
7485;1799000;86.0;4;6;1100;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Wola;6
7486;1049000;57.0;4;;1050;balkon;;1973;;Mokotów;
7487;905000;57.0;3;3;;balkon;;1970;do zamieszkania;Wola;4
7488;940000;92.6;4;3;850;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Białołęka;4
7489;630000;38.85;2;3;506;;;1960;do zamieszkania;Praga-Południe;3
7490;1120000;37.5;2;7;;balkon;;1966;do zamieszkania;Wola;12
7491;1299999;116.0;4;2;;ogródek, taras;garaż/miejsce parkingowe;2017;do zamieszkania;Wawer;2
7492;849000;60.0;2;2;800;balkon;garaż/miejsce parkingowe;1975;do zamieszkania;Targówek;4
7493;470000;28.0;1;7;500;;;1970;do remontu;Wola;10
7494;3000000;120.39;4;4;;taras, balkon, ogródek;garaż/miejsce parkingowe;2017;do zamieszkania;Wilanów;4
7495;599000;37.0;1;;;;;1959;do remontu;Żoliborz;
7496;580000;47.0;3;;;balkon;;1965;;Targówek;
7497;1220000;48.8;2;11;750;;garaż/miejsce parkingowe;2009;do zamieszkania;Śródmieście;23
7498;1111000;80.0;3;0;;balkon;;2012;;Bielany;5
7499;1020000;78.46;4;3;1050;balkon;;2000;;Bielany;3
7500;;73.43;4;7;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;7
7501;;83.23;5;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7502;600000;32.81;2;7;550;;;1965;do remontu;Wola;9
7503;;77.65;4;1;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7504;;71.65;4;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Targówek;3
7505;;74.1;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Wola;8
7506;;81.63;5;2;;;garaż/miejsce parkingowe;;do wykończenia;Wesoła;2
7507;1070000;59.5;2;8;;;;2000;;Targówek;11
7508;1839140;99.44;4;;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;
7509;;85.48;4;3;;;garaż/miejsce parkingowe;;do wykończenia;Mokotów;8
7510;;43.01;2;0;;;garaż/miejsce parkingowe;;do wykończenia;Wesoła;2
7511;1099000;67.6;3;3;;balkon;garaż/miejsce parkingowe;1994;do zamieszkania;Bemowo;5
7512;;54.19;3;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursynów;5
7513;949999;65.0;2;3;;balkon;;1998;do zamieszkania;Ursynów;3
7514;1349000;64.0;3;3;1100;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Mokotów;6
7515;638000;33.6;2;3;;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Bemowo;4
7516;465872;34.82;2;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7517;704502;66.0;4;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7518;639302;54.81;3;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7519;1300000;110.0;4;2;;balkon, taras;garaż/miejsce parkingowe;2003;do zamieszkania;Białołęka;6
7520;379000;17.3;1;3;;;;1967;do remontu;Wola;4
7521;385000;31.0;1;0;;;;1950;do zamieszkania;Ursus;1
7522;1150000;70.06;3;4;;;;2022;;Białołęka;4
7523;1250000;92.1;3;4;1210;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Białołęka;5
7524;860000;51.93;2;3;450;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Bemowo;5
7525;725000;37.0;1;2;600;balkon;;1958;do zamieszkania;Wola;3
7526;690000;40.0;2;;;ogródek;garaż/miejsce parkingowe;2023;do zamieszkania;Ursus;
7527;772752;56.82;3;4;560;balkon;;2022;do wykończenia;Białołęka;4
7528;2450000;89.0;3;3;900;balkon, ogródek;garaż/miejsce parkingowe;2012;do zamieszkania;Śródmieście;7
7529;;48.1;2;6;;balkon;;2025;do wykończenia;Praga-Północ;7
7530;;54.64;3;2;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
7531;980000;66.0;3;2;;balkon;garaż/miejsce parkingowe;1988;do zamieszkania;Praga-Południe;9
7532;775000;56.6;3;3;650;balkon;;1968;do remontu;Żoliborz;4
7533;795000;46.35;2;1;560;;;1956;do zamieszkania;Ochota;4
7534;690000;48.55;2;1;500;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Ursus;7
7535;1650000;94.0;4;2;1100;balkon;garaż/miejsce parkingowe;2022;;Bemowo;4
7536;1370000;55.0;2;11;750;balkon;garaż/miejsce parkingowe;2011;do zamieszkania;Praga-Południe;13
7537;720000;48.0;2;3;;balkon, taras;;;do zamieszkania;Białołęka;3
7538;1980000;90.86;3;6;;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Mokotów;7
7539;1230000;40.0;2;3;;;;1910;do zamieszkania;Śródmieście;5
7540;1430000;58.0;2;;;balkon;;1958;;Śródmieście;
7541;763200;48.0;3;1;727;balkon;garaż/miejsce parkingowe;1970;do remontu;Żoliborz;4
7542;3150000;150.0;4;4;;balkon, taras;garaż/miejsce parkingowe;2000;do zamieszkania;Mokotów;5
7543;2100000;120.0;4;9;;;garaż/miejsce parkingowe;1998;do zamieszkania;Śródmieście;14
7544;1150000;52.0;3;1;680;;;1968;do zamieszkania;Śródmieście;8
7545;1050000;70.3;3;2;680;balkon;garaż/miejsce parkingowe;2006;;Białołęka;3
7546;763000;38.17;2;6;450;balkon;;2024;do zamieszkania;Włochy;8
7547;693000;37.46;2;3;400;;garaż/miejsce parkingowe;;do zamieszkania;Mokotów;3
7548;;76.45;4;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;6
7549;810000;64.8;3;2;1080;balkon;;1978;do zamieszkania;Bielany;12
7550;624000;29.06;2;5;;balkon;;1966;;Śródmieście;11
7551;1475000;120.0;3;3;;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Włochy;3
7552;1290000;78.71;4;3;1300;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wilanów;3
7553;1199000;63.5;3;6;800;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Bemowo;6
7554;1090000;84.1;4;4;1100;balkon;;1978;do remontu;Ursynów;4
7555;675000;48.6;3;0;635;;;1972;do remontu;Praga-Południe;10
7556;499000;26.0;2;2;317;;;1912;do zamieszkania;Praga-Północ;5
7557;500000;30.0;1;8;600;balkon;;;do zamieszkania;Mokotów;10
7558;775000;54.3;4;4;677;balkon;;1998;do zamieszkania;Praga-Północ;4
7559;710000;38.4;2;;640;;;1960;do zamieszkania;Mokotów;
7560;2579000;140.0;4;6;;balkon, ogródek, taras;garaż/miejsce parkingowe;2026;do wykończenia;Włochy;6
7561;868000;57.56;3;5;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Włochy;6
7562;699000;44.0;2;3;;balkon;garaż/miejsce parkingowe;;do zamieszkania;Wawer;3
7563;795000;68.32;3;2;500;balkon;;2014;do zamieszkania;Białołęka;2
7564;810000;37.02;2;7;600;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Bielany;7
7565;775000;51.0;3;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Praga-Południe;4
7566;1400000;65.76;3;11;700;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Praga-Południe;13
7567;629000;39.8;2;8;800;balkon;;1972;do remontu;Praga-Południe;10
7568;1149000;60.0;3;5;;balkon;;1975;do zamieszkania;Wola;11
7569;847900;53.0;2;11;;balkon;;;do zamieszkania;Praga-Południe;15
7570;799000;48.2;3;2;840;balkon;;1964;do zamieszkania;Wola;4
7571;846000;59.7;3;5;;balkon;;1984;do zamieszkania;Bemowo;9
7572;648000;38.17;2;0;600;taras;garaż/miejsce parkingowe;2008;do zamieszkania;Bielany;5
7573;1590000;73.0;3;4;950;;garaż/miejsce parkingowe;1948;do zamieszkania;Śródmieście;5
7575;750000;54.9;3;7;;balkon;;1972;do zamieszkania;Targówek;12
7576;806000;46.0;2;7;;balkon;;1976;;Targówek;10
7577;1375000;43.0;2;3;;;;2023;do wykończenia;Śródmieście;5
7578;1250000;66.0;3;2;880;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Wola;6
7579;650000;30.0;1;11;500;;;1972;do zamieszkania;Śródmieście;16
7580;600750;44.5;3;;740;;;1964;do remontu;Praga-Południe;
7581;1050000;56.0;3;3;600;balkon;;2012;do zamieszkania;Bemowo;4
7582;769999;52.5;2;3;750;balkon;;1977;do zamieszkania;Bielany;13
7583;1850000;86.56;4;6;1500;;garaż/miejsce parkingowe;2012;do zamieszkania;Wola;6
7584;1377000;69.0;3;4;850;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Mokotów;5
7585;960000;58.1;3;2;900;balkon;;1975;do zamieszkania;Mokotów;10
7586;;59.52;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
7587;832000;48.36;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
7588;999999;71.55;3;0;830;balkon, ogródek;;2020;do zamieszkania;Białołęka;2
7589;1890000;114.0;5;3;1650;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;Ursynów;3
7590;2490000;84.0;3;1;1400;balkon;;;;Śródmieście;5
7591;2600000;158.2;4;5;;balkon, taras;garaż/miejsce parkingowe;1999;;Mokotów;5
7592;787000;38.37;2;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
7593;1085800;57.45;2;1;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
7594;660000;29.8;2;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
7595;660000;29.8;2;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
7596;1085800;57.45;2;1;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
7597;1085800;57.45;2;2;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Bielany;2
7598;1150000;57.9;3;0;860;ogródek, taras;garaż/miejsce parkingowe;2016;do wykończenia;Bielany;7
7599;1199000;117.0;4;1;;taras;garaż/miejsce parkingowe;2022;do wykończenia;Wawer;2
7600;690000;50.7;3;4;564;balkon;;1975;do remontu;Bielany;10
7601;;54.92;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7602;;131.76;4;8;;taras;garaż/miejsce parkingowe;;do wykończenia;Wola;8
7603;;80.03;4;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
7604;;79.43;4;3;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;7
7605;919999;48.85;3;3;620;balkon;;1977;do zamieszkania;Bemowo;11
7606;1270000;78.5;3;3;;balkon;garaż/miejsce parkingowe;;;Wilanów;4
7607;385000;51.0;2;7;;balkon;;2005;do zamieszkania;Bielany;7
7608;928356;59.51;3;3;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;11
7609;1030000;47.97;2;1;780;balkon;garaż/miejsce parkingowe;2010;;Wilanów;3
7610;675000;56.89;2;0;950;balkon;;1992;do remontu;Mokotów;4
7611;465908;34.64;2;;;balkon;garaż/miejsce parkingowe;;;Białołęka;
7612;880000;43.67;2;9;700;ogródek, taras;garaż/miejsce parkingowe;2016;do zamieszkania;Bielany;12
7613;760000;41.78;2;1;;balkon;;1953;;Mokotów;2
7614;1152600;73.06;4;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;7
7615;1125000;66.25;3;4;743;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Włochy;4
7616;1154068;70.37;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
7617;;84.3;3;3;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
7618;299000;20.0;1;1;400;;;2023;do zamieszkania;Włochy;2
7619;664999;35.83;2;0;430;ogródek;garaż/miejsce parkingowe;2023;do zamieszkania;Ursynów;3
7620;695625;39.75;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;11
7621;1920000;74.47;3;4;;;;;do zamieszkania;Śródmieście;5
7622;;29.88;1;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursynów;5
7623;1199000;53.9;3;11;800;balkon;;1968;do zamieszkania;Wola;11
7624;1130820;48.12;2;2;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;14
7625;1099000;52.49;3;2;600;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Bemowo;6
7626;620000;28.5;2;6;560;;;1974;do zamieszkania;Praga-Południe;10
7627;;93.95;5;1;;;garaż/miejsce parkingowe;;do wykończenia;Wola;8
7628;657312;39.36;2;8;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;8
7629;693000;37.46;2;3;400;;garaż/miejsce parkingowe;;do zamieszkania;Mokotów;3
7630;1100000;49.31;2;2;855;;;1948;do zamieszkania;Śródmieście;3
7631;1592000;80.0;4;6;;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Włochy;6
7632;1823992;99.13;4;1;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;5
7633;929000;57.0;3;4;600;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Białołęka;6
7634;840000;48.0;3;1;800;balkon;;1966;do zamieszkania;Praga-Południe;10
7635;620000;36.0;1;1;;;;;do zamieszkania;Praga-Północ;4
7636;581000;31.0;1;4;;;;;do zamieszkania;Mokotów;8
7637;560000;27.46;1;0;;ogródek;garaż/miejsce parkingowe;2010;do zamieszkania;Wawer;2
7638;2916000;81.0;3;1;1200;balkon;;1934;;Śródmieście;4
7639;799000;53.4;3;0;580;balkon, ogródek;garaż/miejsce parkingowe;2007;do zamieszkania;Ursus;1
7640;930800;36.81;2;1;;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Wola;8
7641;875000;46.5;2;1;;balkon;garaż/miejsce parkingowe;1968;do zamieszkania;Żoliborz;4
7643;866000;52.46;3;2;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;5
7644;650760;36.42;2;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;5
7645;1611500;103.61;4;3;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
7646;608013;31.17;1;2;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
7647;568957;31.61;1;1;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Praga-Południe;4
7648;3550000;165.0;4;3;2800;balkon, ogródek, taras;garaż/miejsce parkingowe;2011;do zamieszkania;Mokotów;4
7649;;51.26;2;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7650;1611500;103.61;4;3;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
7651;;52.55;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
7652;1880000;96.0;4;4;1300;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;Wola;7
7653;;68.03;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7654;2496000;92.37;4;7;;taras;;2023;do wykończenia;Mokotów;7
7655;1175000;120.0;4;0;250;ogródek;;2024;do wykończenia;Wawer;2
7656;699000;36.1;2;7;402;balkon;;1988;;Bemowo;10
7657;629000;29.16;1;1;400;;;1950;do remontu;Śródmieście;3
7658;874375;62.5;3;4;1151;balkon;;1982;;Praga-Południe;13
7659;558000;31.0;2;1;602;;;;;Mokotów;10
7660;970000;53.0;2;3;;balkon;;1978;;Praga-Południe;10
7661;1565000;76.0;3;0;1000;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Wilanów;4
7662;530000;32.0;1;5;;;;1965;do zamieszkania;Praga-Południe;10
7663;3200000;61.41;2;2;1000;balkon;;1913;do zamieszkania;Śródmieście;4
7664;2295702;103.41;4;5;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;14
7665;1740000;65.0;2;4;917;balkon, ogródek, taras;garaż/miejsce parkingowe;2008;do zamieszkania;Wilanów;4
7666;724500;34.5;1;1;440;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wola;7
7667;1420000;82.16;4;4;1148;;;2023;do wykończenia;Ursynów;6
7668;820000;54.5;3;9;;balkon;;1974;do zamieszkania;Targówek;10
7669;893000;40.6;2;3;780;;;1930;do zamieszkania;Śródmieście;6
7670;1932000;175.9;6;;1358;balkon, taras;garaż/miejsce parkingowe;2004;do zamieszkania;Wawer;
7671;3400000;146.99;5;0;1600;ogródek, taras;garaż/miejsce parkingowe;2013;do zamieszkania;Wola;8
7672;1799000;130.0;4;2;;balkon, ogródek;garaż/miejsce parkingowe;2018;;Wawer;2
7673;940000;44.07;2;1;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Wola;13
7674;949000;55.0;4;1;600;balkon;;1970;;Mokotów;4
7675;2450000;89.0;3;3;900;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Śródmieście;8
7676;1220000;84.18;4;0;1100;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Ursus;3
7677;920000;49.4;2;1;;taras;;2006;;Bielany;7
7678;1570000;68.4;3;0;;ogródek, taras;garaż/miejsce parkingowe;2018;do zamieszkania;Żoliborz;5
7679;625000;36.1;2;1;400;balkon;;1968;do remontu;Ochota;4
7680;450000;18.0;1;0;280;;;1902;do wykończenia;Śródmieście;4
7681;1253200;98.85;3;3;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Białołęka;3
7682;700000;37.94;2;3;590;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Ursus;7
7684;859000;53.0;3;6;990;balkon;;1975;do zamieszkania;Mokotów;10
7685;795000;49.0;2;5;;balkon;;1965;do zamieszkania;Praga-Południe;10
7686;830000;64.0;3;6;600;;garaż/miejsce parkingowe;2008;do zamieszkania;Ursus;7
7687;511060;27.0;1;1;;;garaż/miejsce parkingowe;;do wykończenia;Bemowo;3
7688;1079000;60.42;3;1;700;taras;garaż/miejsce parkingowe;2024;do wykończenia;Bemowo;6
7689;;68.18;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;5
7690;1100000;55.14;3;4;;balkon, taras;garaż/miejsce parkingowe;2011;do zamieszkania;Mokotów;4
7691;2150000;85.87;4;0;1200;;;1910;do zamieszkania;Śródmieście;6
7692;925999;46.32;2;0;;ogródek, taras;garaż/miejsce parkingowe;2016;do zamieszkania;Bemowo;5
7693;855000;52.5;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Bemowo;3
7694;765000;48.56;3;4;687;balkon;garaż/miejsce parkingowe;1966;do remontu;Żoliborz;4
7695;629000;41.2;1;3;674;balkon;;1995;do zamieszkania;Bemowo;4
7696;820914;43.32;2;7;500;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Praga-Północ;7
7697;1295000;75.0;3;0;900;;garaż/miejsce parkingowe;1970;do zamieszkania;Żoliborz;3
7698;1576000;96.0;4;0;;;garaż/miejsce parkingowe;;do wykończenia;Bemowo;3
7699;;40.26;2;5;;;;;do wykończenia;Praga-Północ;7
7700;;65.52;4;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7701;;79.43;4;2;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;7
7702;;70.75;3;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Wola;8
7703;;103.83;3;3;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
7704;1280000;62.0;3;4;;;garaż/miejsce parkingowe;1929;;Żoliborz;4
7705;1121000;62.56;3;1;700;balkon;garaż/miejsce parkingowe;2006;do zamieszkania;Ursynów;4
7706;1450000;43.0;2;5;;taras;;2006;do zamieszkania;Śródmieście;6
7707;1149000;50.63;2;1;800;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Wilanów;4
7708;1435000;115.0;5;1;460;balkon, taras;;2012;do zamieszkania;Wawer;1
7709;490000;28.7;1;0;;;;2024;;Ursus;4
7710;555000;37.0;2;7;600;;;1967;;Bielany;10
7711;2030500;85.1;3;3;800;ogródek;;1930;do remontu;Praga-Południe;3
7712;1250000;81.81;3;1;1300;taras;garaż/miejsce parkingowe;2023;do wykończenia;Ursynów;3
7713;859000;44.5;2;0;430;ogródek, taras;;2017;do zamieszkania;Wawer;3
7714;850000;33.0;1;11;1000;taras;garaż/miejsce parkingowe;2021;do zamieszkania;Wola;27
7715;1150000;59.46;3;1;;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Bemowo;7
7716;864715;53.05;3;3;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;8
7717;712000;49.0;2;2;600;balkon;garaż/miejsce parkingowe;1970;do remontu;Wola;4
7718;1140000;59.3;2;6;750;balkon;garaż/miejsce parkingowe;1993;do zamieszkania;Mokotów;10
7719;535000;32.0;1;3;500;;;2016;do zamieszkania;Wawer;3
7720;1300000;77.06;3;2;450;balkon;garaż/miejsce parkingowe;2013;;Praga-Południe;5
7721;1460000;60.75;3;0;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;Żoliborz;7
7722;995000;41.5;2;4;440;;garaż/miejsce parkingowe;1952;do zamieszkania;Mokotów;6
7723;;40.74;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Rembertów;2
7724;589000;31.2;1;7;520;;garaż/miejsce parkingowe;1978;;Mokotów;10
7725;1520000;95.0;4;3;;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Praga-Południe;3
7726;680000;47.0;3;3;730;balkon;;1965;do remontu;Bielany;4
7727;990000;31.98;2;1;;ogródek;;1957;do zamieszkania;Śródmieście;5
7728;770000;46.0;2;2;850;balkon;;1956;do remontu;Bielany;3
7729;680000;31.7;1;6;500;;;2010;do zamieszkania;Ochota;10
7730;865000;62.34;3;3;;balkon;;2023;do wykończenia;Białołęka;8
7731;850000;64.0;6;4;;;garaż/miejsce parkingowe;1970;do zamieszkania;Mokotów;4
7733;790000;38.0;2;2;300;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Włochy;4
7734;749000;41.6;2;1;600;balkon;garaż/miejsce parkingowe;1970;do remontu;Śródmieście;7
7735;799000;40.0;2;3;;taras;garaż/miejsce parkingowe;2024;do wykończenia;Bemowo;5
7736;612000;24.05;1;2;590;;garaż/miejsce parkingowe;2018;do zamieszkania;Praga-Północ;2
7737;3499000;154.9;5;1;1500;balkon;garaż/miejsce parkingowe;1930;do zamieszkania;Praga-Południe;5
7738;1850000;76.0;2;6;;balkon;;2017;;Żoliborz;8
7739;680900;38.4;2;;;;;2026;;Włochy;
7740;1299999;61.53;3;0;;ogródek;garaż/miejsce parkingowe;2023;do zamieszkania;Bemowo;6
7741;730000;50.7;2;2;;balkon;;1975;do zamieszkania;Praga-Południe;13
7742;1308000;52.32;2;11;816;ogródek;;2010;do remontu;Wola;22
7743;1301000;52.04;2;11;884;ogródek;;2010;do zamieszkania;Wola;22
7744;799000;63.1;4;0;800;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Ursus;6
7745;652800;51.0;2;1;;balkon, taras;garaż/miejsce parkingowe;2003;do zamieszkania;Białołęka;3
7746;870000;48.0;2;0;;ogródek, taras;garaż/miejsce parkingowe;2013;do zamieszkania;Bielany;8
7747;1368000;88.35;3;4;1200;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;Ursynów;4
7748;1200000;81.3;4;5;;taras, balkon;;2000;do wykończenia;Praga-Południe;5
