id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;address
8580;1 399 000 zł;90 m²;3;4/4;900 zł;;;1956;do zamieszkania;ul. Warecka, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8582;850 000 zł;42 m²;3;;;balkon, taras;garaż/miejsce parkingowe;2023;do wykończenia;Czyste, Wola, Warszawa, mazowieckie
8583;1 029 112 zł;55,93 m²;3;4/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
8584;Zapytaj o cenę;36,62 m²;1;parter/11;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie
8585;Zapytaj o cenę;39,45 m²;2;2/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie
8586;Zapytaj o cenę;52,44 m²;2;parter/5;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie
8587;1 359 000 zł;80 m²;3;parter/4;1 050 zł;;;1936;do remontu;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
8588;1 050 000 zł;75,26 m²;3;3/3;850 zł;balkon, taras;garaż/miejsce parkingowe;2005;do zamieszkania;ul. Wichrowa 7A, Wawer, Wawer, Warszawa, mazowieckie
8589;11 500 000 zł;197 m²;5;1/4;;;;1898;;ul. Foksal, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8590;1 136 770 zł;73,34 m²;4;1/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Wybrzeże Puckie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
8591;1 370 000 zł;65,52 m²;2;parter/4;;;;1939;do zamieszkania;ul. Mińska 9, Grochów, Praga-Południe, Warszawa, mazowieckie
8592;1 039 440 zł;51,68 m²;2;7/8;650 zł;balkon;garaż/miejsce parkingowe;2013;do zamieszkania;ul. Józefa Sowińskiego, Odolany, Wola, Warszawa, mazowieckie
8593;935 000 zł;41,48 m²;2;parter/5;900 zł;balkon, taras;garaż/miejsce parkingowe;2020;do zamieszkania;ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie
8594;536 480 zł;38,32 m²;2;parter/5;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie
8595;Zapytaj o cenę;56,66 m²;3;5/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Orzechowa, Raków, Włochy, Warszawa, mazowieckie
8596;Zapytaj o cenę;55,21 m²;3;4/6;;;garaż/miejsce parkingowe;;do wykończenia;ul. Piotra Wysockiego, Bródno, Targówek, Warszawa, mazowieckie
8597;Zapytaj o cenę;59,29 m²;4;3/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie
8598;Zapytaj o cenę;77,78 m²;4;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Łopianowa, Żerań, Białołęka, Warszawa, mazowieckie
8599;Zapytaj o cenę;118,13 m²;4;6/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Ząbkowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie
8600;Zapytaj o cenę;79,82 m²;4;1/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Narożna, Raków, Włochy, Warszawa, mazowieckie
8601;Zapytaj o cenę;60,3 m²;3;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Łopianowa, Żerań, Białołęka, Warszawa, mazowieckie
8602;825 000 zł;52,5 m²;2;5/5;930 zł;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;ul. Wąwozowa, Kabaty, Ursynów, Warszawa, mazowieckie
8603;Zapytaj o cenę;54,86 m²;3;5/5;;taras;garaż/miejsce parkingowe;;do wykończenia;ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie
8604;Zapytaj o cenę;47,37 m²;2;2/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie
8605;Zapytaj o cenę;64 m²;3;1/4;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Podskarbińska, Grochów, Praga-Południe, Warszawa, mazowieckie
8606;Zapytaj o cenę;50,21 m²;2;3/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie
8607;330 790 zł;16,22 m²;1;1/3;;;;;do wykończenia;ul. Darłowska 2, Grochów, Praga-Południe, Warszawa, mazowieckie
8608;859 000 zł;57 m²;3;4/15;;balkon;garaż/miejsce parkingowe;1984;do zamieszkania;al. Aleja Wilanowska, Ksawerów, Mokotów, Warszawa, mazowieckie
8609;1 390 000 zł;80 m²;3;2;300 zł;balkon;;1936;do zamieszkania;ul. Grochowska 131, Grochów, Praga-Południe, Warszawa, mazowieckie
8610;990 000 zł;73,6 m²;3;parter/3;800 zł;ogródek, taras;garaż/miejsce parkingowe;2005;do zamieszkania;ul. Józefa Mehoffera, Tarchomin, Białołęka, Warszawa, mazowieckie
8611;Zapytaj o cenę;82,59 m²;4;8/11;;;garaż/miejsce parkingowe;;do wykończenia;ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie
8612;688 089 zł;61,99 m²;4;2/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Mochtyńska, Kobiałka, Białołęka, Warszawa, mazowieckie
8613;Zapytaj o cenę;82,48 m²;4;2/7;;;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
8614;524 984 zł;38,32 m²;2;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie
8615;Zapytaj o cenę;61 m²;3;5/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Orzechowa, Raków, Włochy, Warszawa, mazowieckie
8616;Zapytaj o cenę;119,17 m²;4;6/6;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Ząbkowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie
8617;707 358 zł;38,03 m²;2;3/5;;;garaż/miejsce parkingowe;2025;do wykończenia;Czerniaków, Mokotów, Warszawa, mazowieckie
8618;801 519 zł;50,41 m²;3;3/6;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Okęcie, Włochy, Warszawa, mazowieckie
8619;769 000 zł;61,3 m²;3;3/4;;balkon;garaż/miejsce parkingowe;1991;do remontu;ul. Jana Piekałkiewicza, Czerniaków, Mokotów, Warszawa, mazowieckie
8620;2 001 805 zł;66,95 m²;2;5/22;;balkon, taras;;2009;do zamieszkania;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
8621;1 130 000 zł;37,55 m²;2;2/5;680 zł;;;1911;do zamieszkania;ul. Żurawia, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
8622;1 310 000 zł;124,5 m²;4;1/2;;balkon, ogródek;garaż/miejsce parkingowe;2017;;ul. Draceny, Radość, Wawer, Warszawa, mazowieckie
8623;1 196 000 zł;70,27 m²;3;parter/8;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Sokratesa, Wawrzyszew, Bielany, Warszawa, mazowieckie
8624;845 000 zł;56,3 m²;3;7/7;600 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Józefa Chełmońskiego, Skorosze, Ursus, Warszawa, mazowieckie
8625;Zapytaj o cenę;73,79 m²;4;6/11;;;garaż/miejsce parkingowe;;do wykończenia;ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie
8627;1 500 000 zł;140 m²;4;2/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;1998;do remontu;"ul. mjr. Franciszka Michała Amałowicza ""Tatara"", Nowy Rembertów, Rembertów, Warszawa, mazowieckie"
8628;1 963 850 zł;63,3 m²;2;4/4;800 zł;balkon;;1918;do zamieszkania;ul. Dobra, Powiśle, Śródmieście, Warszawa, mazowieckie
8629;629 900 zł;33,77 m²;1;1/7;;balkon;;2024;do wykończenia;ul. Władysława Umińskiego 2, Gocław, Praga-Południe, Warszawa, mazowieckie
8630;769 000 zł;49,47 m²;2;4/4;;balkon;garaż/miejsce parkingowe;2013;do zamieszkania;ul. Naddnieprzańska 30, Marysin Wawerski, Wawer, Warszawa, mazowieckie
8631;2 000 000 zł;81,07 m²;4;1/6;855 zł;;garaż/miejsce parkingowe;1952;do zamieszkania;Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
8632;1 162 160 zł;58,4 m²;2;1/2;600 zł;taras;garaż/miejsce parkingowe;2011;;ul. Stanisława Kostki Potockiego, Wilanów Królewski, Wilanów, Warszawa, mazowieckie
8633;928 350 zł;61,89 m²;3;3/4;982,10 zł;balkon;;2010;do zamieszkania;ul. Strumykowa, Nowodwory, Białołęka, Warszawa, mazowieckie
8634;1 497 000 zł;60 m²;2;2/4;830 zł;balkon, taras;;2020;do zamieszkania;ul. Argentyńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
8635;630 000 zł;48 m²;3;2/4;;;;1966;do remontu;ul. Szegedyńska, Wrzeciono, Bielany, Warszawa, mazowieckie
8637;549 000 zł;37 m²;1;5/15;560 zł;balkon;garaż/miejsce parkingowe;1982;do remontu;Grochów, Praga-Południe, Warszawa, mazowieckie
8638;880 000 zł;49,9 m²;2;7/7;600 zł;;;1958;do zamieszkania;ul. Żytnia, Młynów, Wola, Warszawa, mazowieckie
8639;550 000 zł;30 m²;2;2/10;600 zł;balkon;;1972;;Saska Kępa, Praga-Południe, Warszawa, mazowieckie
8640;699 000 zł;53 m²;3;4/4;600 zł;balkon;;1973;;ul. Sewastopolska, Stegny, Mokotów, Warszawa, mazowieckie
8641;699 000 zł;44,5 m²;3;1/4;711 zł;balkon;;1965;do remontu;ul. Braci Pillatich, Sielce, Mokotów, Warszawa, mazowieckie
8642;1 680 000 zł;121,42 m²;4;parter/3;;balkon, ogródek, taras;garaż/miejsce parkingowe;2018;do zamieszkania;ul. Osiedlowa, Józefosław, Piaseczno, piaseczyński, mazowieckie
8643;672 220 zł;55,1 m²;3;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie
8644;1 105 280 zł;69,08 m²;3;parter/6;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Wybrzeże Puckie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
8645;676 236 zł;62,04 m²;4;parter/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Mochtyńska, Kobiałka, Białołęka, Warszawa, mazowieckie
8646;Zapytaj o cenę;87,18 m²;4;2/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie
8647;660 000 zł;42 m²;2;1/3;;balkon, taras;garaż/miejsce parkingowe;2015;do zamieszkania;Białołęka Dworska, Białołęka, Warszawa, mazowieckie
8648;1 890 000 zł;113,68 m²;5;3/3;;balkon;garaż/miejsce parkingowe;2002;do zamieszkania;ul. Zaolziańska, Ursynów Północny, Ursynów, Warszawa, mazowieckie
8649;Zapytaj o cenę;46,25 m²;3;3/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie
8650;Zapytaj o cenę;90 m²;4;3/3;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;ul. Zbąszyńska, Raków, Włochy, Warszawa, mazowieckie
8651;574 000 zł;50,49 m²;3;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Szamocin, Białołęka, Warszawa, mazowieckie
8652;Zapytaj o cenę;47,6 m²;1;1/2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;ul. Dominika Merliniego, Wierzbno, Mokotów, Warszawa, mazowieckie
8653;815 000 zł;90,26 m²;5;1/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8654;695 602 zł;54,69 m²;2;3/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie
8655;636 000 zł;53,4 m²;3;9/10;1 000 zł;balkon;garaż/miejsce parkingowe;1974;do remontu;ul. Michała Kleofasa Ogińskiego, Bródno, Targówek, Warszawa, mazowieckie
8656;330 382 zł;16,2 m²;1;1/3;;;;;do wykończenia;ul. Darłowska 2, Grochów, Praga-Południe, Warszawa, mazowieckie
8657;735 000 zł;42,4 m²;2;1/3;870 zł;balkon;;1985;do zamieszkania;ul. Braci Wagów, Natolin, Ursynów, Warszawa, mazowieckie
8658;758 000 zł;48,81 m²;2;3/3;718 zł;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;ul. Myśliborska, Żerań, Białołęka, Warszawa, mazowieckie
8659;1 500 000 zł;46,83 m²;2;3/6;720 zł;balkon;;1912;do zamieszkania;ul. Okólnik, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8660;794 640 zł;34,4 m²;2;1/10;450 zł;balkon;;1964;do zamieszkania;ul. Twarda, Mirów, Wola, Warszawa, mazowieckie
8661;683 240 zł;55,1 m²;3;5/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie
8662;2 306 000 zł;92,24 m²;3;4/5;1 600 zł;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Wyględów, Mokotów, Warszawa, mazowieckie
8663;996 072 zł;75,46 m²;4;4/5;750 zł;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Białołęka Dworska, Białołęka, Warszawa, mazowieckie
8664;899 000 zł;47,5 m²;2;5/9;650 zł;balkon;;brak informacji;do zamieszkania;ul. Karmelicka, Muranów, Śródmieście, Warszawa, mazowieckie
8665;1 208 064 zł;68,64 m²;3;2/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
8666;Zapytaj o cenę;66,48 m²;4;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie
8667;Zapytaj o cenę;39,82 m²;2;3/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie
8668;Zapytaj o cenę;82,44 m²;4;6/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
8669;2 579 000 zł;139,38 m²;4;6/6;;balkon, taras;garaż/miejsce parkingowe;2026;;Szczęśliwice, Ochota, Warszawa, mazowieckie
8670;2 064 600 zł;111 m²;4;1/4;1 400 zł;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Osiedle Moderna, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie
8671;3 077 777 zł;172,6 m²;4;1/2;;balkon;garaż/miejsce parkingowe;1937;;al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie
8672;3 077 777 zł;172,6 m²;4;1/2;;taras;garaż/miejsce parkingowe;1995;;al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie
8673;4 900 000 zł;173,66 m²;4;5/6;2 300 zł;balkon, taras;garaż/miejsce parkingowe;2020;;ul. Piaseczyńska, Sielce, Mokotów, Warszawa, mazowieckie
8674;550 000 zł;41 m²;2;1/2;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Arcangela Corellego, Kobiałka, Białołęka, Warszawa, mazowieckie
8675;Zapytaj o cenę;65,94 m²;3;parter/5;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie
8676;692 529 zł;62,39 m²;4;2/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Mochtyńska, Kobiałka, Białołęka, Warszawa, mazowieckie
8677;Zapytaj o cenę;70,77 m²;3;6/6;;taras, balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Ząbkowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie
8678;825 000 zł;47 m²;3;parter;650 zł;;;brak informacji;do remontu;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8679;595 000 zł;55 m²;2;parter/1;;ogródek, taras;garaż/miejsce parkingowe;1999;do remontu;Nadwiśle, Wawer, Warszawa, mazowieckie
8680;748 000 zł;33,74 m²;1;4/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie
8681;1 100 000 zł;41,04 m²;2;8/8;550 zł;balkon;garaż/miejsce parkingowe;2024;do zamieszkania;Czyste, Wola, Warszawa, mazowieckie
8682;1 920 000 zł;74,47 m²;3;4/5;;;;brak informacji;do zamieszkania;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
8683;700 000 zł;38 m²;2;parter;560 zł;taras;garaż/miejsce parkingowe;2012;do zamieszkania;ul. Apenińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
8684;619 146 zł;52,47 m²;2;parter/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;brak informacji;;ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie
8685;1 440 000 zł;48,24 m²;2;3/6;800 zł;balkon;garaż/miejsce parkingowe;2017;;ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie
8686;780 600 zł;66 m²;4;;;balkon;garaż/miejsce parkingowe;brak informacji;do wykończenia;Białołęka Dworska, Białołęka, Warszawa, mazowieckie
8687;1 050 000 zł;58,58 m²;3;2/6;;;;2022;;ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie
8688;1 100 000 zł;66,1 m²;3;1/5;;;;2022;;ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie
8689;704 500 zł;66 m²;4;;;balkon;garaż/miejsce parkingowe;brak informacji;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
8690;999 600 zł;68 m²;3;10/10;;balkon;;1981;do remontu;ul. Stanisława Kulczyńskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie
8691;694 999 zł;54 m²;3;parter;;balkon;garaż/miejsce parkingowe;brak informacji;do wykończenia;Nowodwory, Białołęka, Warszawa, mazowieckie
8692;452 464 zł;34 m²;2;;;balkon;garaż/miejsce parkingowe;brak informacji;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
8693;1 279 000 zł;104 m²;4;parter/2;550 zł;;;2018;do zamieszkania;ul. Poprawna, Las, Wawer, Warszawa, mazowieckie
8694;795 000 zł;38 m²;2;4/4;600 zł;;garaż/miejsce parkingowe;1960;;ul. Jana Kasprowicza, Stare Bielany, Bielany, Warszawa, mazowieckie
8695;799 000 zł;48,2 m²;3;3/4;840 zł;balkon;;1964;do remontu;Ulrychów, Wola, Warszawa, mazowieckie
8696;1 389 000 zł;46,3 m²;2;4/9;1 000 zł;balkon;garaż/miejsce parkingowe;2015;;ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie
8697;2 600 000 zł;115,3 m²;3;1/5;1 880,54 zł;taras;garaż/miejsce parkingowe;1998;do zamieszkania;ul. Bielawska, Wierzbno, Mokotów, Warszawa, mazowieckie
8698;659 000 zł;38 m²;1;3/4;600 zł;balkon;garaż/miejsce parkingowe;1970;do remontu;Słodowiec, Bielany, Warszawa, mazowieckie
8699;3 150 000 zł;191,23 m²;5;2/2;2 423 zł;taras;garaż/miejsce parkingowe;2008;do zamieszkania;Powsinek, Wilanów, Warszawa, mazowieckie
8700;7 096 500 zł;285 m²;4;7/7;;;;2007;;al. Aleja Niepodległości, Stary Mokotów, Mokotów, Warszawa, mazowieckie
8701;700 000 zł;41,53 m²;2;4/10;850 zł;balkon;;1974;do zamieszkania;Ulrychów, Wola, Warszawa, mazowieckie
8703;856 000 zł;52,46 m²;3;1/5;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie
8704;580 000 zł;28 m²;1;2/4;700 zł;;;1953;do remontu;Nowa Praga, Praga-Północ, Warszawa, mazowieckie
8705;Zapytaj o cenę;64,7 m²;3;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Orzechowa, Raków, Włochy, Warszawa, mazowieckie
8706;692 529 zł;62,39 m²;4;1/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Mochtyńska, Kobiałka, Białołęka, Warszawa, mazowieckie
8707;Zapytaj o cenę;87,18 m²;4;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie
8708;Zapytaj o cenę;55,31 m²;3;parter/5;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie
8709;Zapytaj o cenę;46,99 m²;2;2/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie
8710;1 376 000 zł;81,25 m²;4;parter/4;1 230 zł;ogródek;garaż/miejsce parkingowe;2014;;ul. Krańcowa, Stare Włochy, Włochy, Warszawa, mazowieckie
8711;700 000 zł;35 m²;2;2/4;;balkon;;brak informacji;do zamieszkania;ul. Podleśna, Marymont-Kaskada, Bielany, Warszawa, mazowieckie
8712;900 000 zł;45,6 m²;2;10/12;400 zł;;;2008;do zamieszkania;ul. Gwiaździsta, Marymont-Potok, Żoliborz, Warszawa, mazowieckie
8713;700 000 zł;62,6 m²;3;3/3;600 zł;balkon, ogródek;;1987;do remontu;ul. Feliksa Pancera, Tarchomin, Białołęka, Warszawa, mazowieckie
8714;1 952 000 zł;122 m²;4;7/14;2 950 zł;balkon;garaż/miejsce parkingowe;2000;;al. Aleje Jerozolimskie, Stara Ochota, Ochota, Warszawa, mazowieckie
8715;Zapytaj o cenę;62,59 m²;4;3/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie
8716;Zapytaj o cenę;97,18 m²;4;parter/1;;ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;ul. Mikołajska, Stare Włochy, Włochy, Warszawa, mazowieckie
8717;1 349 000 zł;84,26 m²;4;3/4;900 zł;balkon;garaż/miejsce parkingowe;1983;do wykończenia;ul. Czerniakowska, Czerniaków, Mokotów, Warszawa, mazowieckie
8718;1 450 000 zł;48 m²;2;5/6;862 zł;taras;;2008;;ul. Wspólna, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
8719;970 000 zł;80 m²;3;4/4;1 000 zł;;garaż/miejsce parkingowe;2002;do zamieszkania;ul. Świętosławska, Grochów, Praga-Południe, Warszawa, mazowieckie
8720;Zapytaj o cenę;49,94 m²;2;3/3;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;ul. Zbąszyńska, Raków, Włochy, Warszawa, mazowieckie
8721;584 000 zł;50,78 m²;3;parter/3;;ogródek, taras;garaż/miejsce parkingowe;;do wykończenia;Szamocin, Białołęka, Warszawa, mazowieckie
8722;Zapytaj o cenę;39,41 m²;2;2/2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;ul. Dominika Merliniego, Wierzbno, Mokotów, Warszawa, mazowieckie
8723;329 770 zł;16,17 m²;1;1/3;;;;;do wykończenia;ul. Darłowska 2, Grochów, Praga-Południe, Warszawa, mazowieckie
8724;611 000 zł;55 m²;4;2/2;;balkon;garaż/miejsce parkingowe;brak informacji;;ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie
8725;653 000 zł;40 m²;2;1/6;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;ul. Jutrzenki, Raków, Włochy, Warszawa, mazowieckie
8726;779 000 zł;56 m²;3;2/10;550 zł;balkon;;1980;do zamieszkania;al. Aleja Stanów Zjednoczonych, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
8727;12 900 000 zł;274,03 m²;5;1/8;;taras;garaż/miejsce parkingowe;2016;;Wierzbno, Mokotów, Warszawa, mazowieckie
8728;12 300 000 zł;274,21 m²;5;1/7;10 000 zł;balkon, taras;garaż/miejsce parkingowe;2016;do zamieszkania;Sielce, Mokotów, Warszawa, mazowieckie
8729;2 990 000 zł;101 m²;4;2/3;1 000 zł;balkon;;1939;do zamieszkania;ul. Lipska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
8730;6 500 000 zł;262 m²;4;4/4;;;;2006;;ul. Hanki Czaki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie
8731;1 190 000 zł;56 m²;2;2/4;850 zł;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Powsinek, Wilanów, Warszawa, mazowieckie
8732;1 251 030 zł;49,06 m²;2;> 10/22;;;;2009;;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
8733;1 899 000 zł;90 m²;4;1/8;;;;brak informacji;;ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie
8734;1 800 000 zł;90 m²;3;2/5;1 200 zł;;;2014;do zamieszkania;al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie
8735;3 149 000 zł;117 m²;4;5/8;;;;brak informacji;;ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie
8736;2 995 000 zł;103,5 m²;4;4/8;;;;brak informacji;;ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie
